Route ID,Origin,Destination,Summary,Via
Kutch-Morbi-Route-2-NH341,Kutch,Morbi,NH341,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
Kutch-Morbi-Route-3-NH 754K and NH 27,Kutch,Morbi,NH 754K and NH 27,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Bharuch-Route-1-NH 754K,Kutch,Bharuch,NH 754K,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Bharuch-Route-2-NH 754K and NE 4,Kutch,Bharuch,NH 754K and NE 4,Turn right → Turn left at the 1st cross street → Slight left → Head northwest → Sharp left
Kutch-Bharuch-Route-3-GJ SH 7,Kutch,Bharuch,GJ SH 7,"Keep right to stay on NH341<div style=""font-size:0.9em"">Pass by Jaydeep (on the left in 300m)</div> → Turn left → Head northwest → Turn left at Sahtos..Ti..Satol onto NH341<div style=""font-size:0.9em"">Toll road</div><div style=""font-size:0.9em"">Pass by White Rann Permit Office (on the left)</div> → Merge onto Way to Misariyado<div style=""font-size:0.9em"">Pass by Limeswood construction Pvt. Ltd. (on the right in 9.2 km)</div>"
"Navsari-Ahmedabad-Route-1-NH 48, NE 4 and NE 1",Navsari,Ahmedabad,"NH 48, NE 4 and NE 1","Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Surat-Route-1-NH 48,Navsari,Surat,NH 48,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Surat-Route-2-NH 48 and NH53,Navsari,Surat,NH 48 and NH53,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Surat-Route-3-NH 48 and GJ SH 195/,Navsari,Surat,NH 48 and GJ SH 195/GJ SH 196,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Vadodara-Route-1-NH 48,Navsari,Vadodara,NH 48,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Vapi-Route-1-NH 48,Navsari,Vapi,NH 48,"Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right toward NH 48 → Turn left toward Grid Rd/<wbr/>GJ SH 88 → Continue straight past GIRIRAJ ROADWAYS<div style=""font-size:0.9em"">Pass by gurudwara (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd/<wbr/>GJ SH 88<div style=""font-size:0.9em"">Continue to follow GJ SH 88</div><div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div>"
Navsari-Vapi-Route-2-Chikhli-Atgam Rd and,Navsari,Vapi,Chikhli-Atgam Rd and NH 48,"Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right toward NH 48 → Turn left toward Grid Rd/<wbr/>GJ SH 88 → Continue straight past GIRIRAJ ROADWAYS<div style=""font-size:0.9em"">Pass by gurudwara (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd/<wbr/>GJ SH 88<div style=""font-size:0.9em"">Continue to follow GJ SH 88</div><div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div>"
Navsari-Rajkot-Route-1-NH 47,Navsari,Rajkot,NH 47,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Bhavnagar-Route-1-NE 4,Navsari,Bhavnagar,NE 4,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Bhavnagar-Route-2-NH53,Navsari,Bhavnagar,NH53,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Bhavnagar-Route-3-NH 48 and NE 4,Navsari,Bhavnagar,NH 48 and NE 4,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
"Navsari-Gandhinagar-Route-1-NE 4, NE 1 and NH 48",Navsari,Gandhinagar,"NE 4, NE 1 and NH 48","Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Junagadh-Route-1-NH 47,Navsari,Junagadh,NH 47,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Junagadh-Route-2-NE 4,Navsari,Junagadh,NE 4,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Junagadh-Route-3-NH51,Navsari,Junagadh,NH51,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Kutch-Route-1-NH 754K,Navsari,Kutch,NH 754K,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Kutch-Route-2-NH 27,Navsari,Kutch,NH 27,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Kutch-Route-3-Bhavnagar - Rajkot R,Navsari,Kutch,Bhavnagar - Rajkot Rd,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Nadiad-Route-1-NH 48 and NE 4,Navsari,Nadiad,NH 48 and NE 4,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Patan-Route-1-NH 48,Navsari,Patan,NH 48,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Morbi-Route-1-NH 47,Navsari,Morbi,NH 47,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Morbi-Route-2-NE 4,Navsari,Morbi,NE 4,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Navsari-Bharuch-Route-1-NH 48,Navsari,Bharuch,NH 48,"Turn left toward Grid Rd → Head east<div style=""font-size:0.9em"">Restricted usage road</div><div style=""font-size:0.9em"">Pass by YOGI NUTRITION CENTER (on the left)</div> → Turn right at JAY MOGAL TRAVELS onto Grid Rd<div style=""font-size:0.9em"">Pass by RAWI cycle &amp; all ev service (on the left)</div> → Turn left at Srinath Icecream ( Grid )<div style=""font-size:0.9em"">Pass by JAYSHREE AUTOMOBILES (on the left)</div> → Slight right at Tata Motors Cars Showroom - Pramukh Tata, Chovisi toward NH 48"
Nadiad-Ahmedabad-Route-1-NE 1,Nadiad,Ahmedabad,NE 1,"At the roundabout, take the 1st exit → At the roundabout, take the 1st exit onto Maha Gujarat Rd<div style=""font-size:0.9em"">Pass by Ratnadeep overseas (on the left)</div> → At the roundabout, take the 1st exit onto NH 848K<div style=""font-size:0.9em"">Pass by AKSHAY FURNITURE (on the right in 450m)</div> → At the roundabout, take the 1st exit<div style=""font-size:0.9em"">Pass by Santram Road Police Station (on the left)</div> → Head east on Manek Chowk<div style=""font-size:0.9em"">Pass by Royal Footwear (on the right)</div>"
Nadiad-Ahmedabad-Route-2-NH64,Nadiad,Ahmedabad,NH64,"Turn right<div style=""font-size:0.9em"">Pass by GOHEL BHARATBHAI RAISINGBHAI (on the left)</div> → Turn left at Rajwadi Chhay onto Pij Rd<div style=""font-size:0.9em"">Pass by શ્રી નવદીપ ટ્રાવેલ્સ (on the left)</div> → At the roundabout, take the 3rd exit onto Santram Mandir Rd<div style=""font-size:0.9em"">Pass by Boomberdilo crocodiloo directly from Italy (on the right)</div> → Head east on Manek Chowk<div style=""font-size:0.9em"">Pass by Royal Footwear (on the right)</div> → Sharp left"
Nadiad-Surat-Route-1-NE 4,Nadiad,Surat,NE 4,"At the roundabout, take the 1st exit → At the roundabout, take the 1st exit onto Maha Gujarat Rd<div style=""font-size:0.9em"">Pass by Ratnadeep overseas (on the left)</div> → At the roundabout, take the 1st exit onto NH 848K<div style=""font-size:0.9em"">Pass by AKSHAY FURNITURE (on the right in 450m)</div> → At the roundabout, take the 1st exit<div style=""font-size:0.9em"">Pass by Santram Road Police Station (on the left)</div> → Head east on Manek Chowk<div style=""font-size:0.9em"">Pass by Royal Footwear (on the right)</div>"
Nadiad-Surat-Route-2-NE 4 and NH64,Nadiad,Surat,NE 4 and NH64,"At the roundabout, take the 1st exit → At the roundabout, take the 1st exit onto Maha Gujarat Rd<div style=""font-size:0.9em"">Pass by Ratnadeep overseas (on the left)</div> → At the roundabout, take the 1st exit onto NH 848K<div style=""font-size:0.9em"">Pass by AKSHAY FURNITURE (on the right in 450m)</div> → At the roundabout, take the 1st exit<div style=""font-size:0.9em"">Pass by Santram Road Police Station (on the left)</div> → Head east on Manek Chowk<div style=""font-size:0.9em"">Pass by Royal Footwear (on the right)</div>"
Nadiad-Vadodara-Route-1-NE 1,Nadiad,Vadodara,NE 1,"At the roundabout, take the 1st exit → At the roundabout, take the 1st exit onto Maha Gujarat Rd<div style=""font-size:0.9em"">Pass by Ratnadeep overseas (on the left)</div> → At the roundabout, take the 1st exit onto NH 848K<div style=""font-size:0.9em"">Pass by AKSHAY FURNITURE (on the right in 450m)</div> → At the roundabout, take the 1st exit<div style=""font-size:0.9em"">Pass by Santram Road Police Station (on the left)</div> → Head east on Manek Chowk<div style=""font-size:0.9em"">Pass by Royal Footwear (on the right)</div>"
